"codigo";"nome";"departamento_id"
460;"ROTEIRO, PRODUÇÃO E DIREÇÃO PARA WEB, VÍDEO E CINEMA";15
461;"TÉCNICAS DE JORNALISMO EM RÁDIO E TV";15
462;"TÉCNICAS DE JORNALISMO IMPRESSO E ON LINE";15
463;"TEORIAS DA COMUNICAÇÃO ORGANIZACIONAL";15
464;"TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 1";15
465;"TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 10";15
466;"TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 3";15
467;"TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 4";15
468;"TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 6";15
469;"TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 7";15
470;"TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 8";15
471;"TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 9";15
472;"TRABALHO DE CONCLUSÃO DE CURSO";15
473;"ANALISE GRAFICA 1";16
474;"ANALISE GRAFICA 2";16
475;"DESENHO APLICADO 1";16
476;"DESENHO APLICADO 2";16
477;"DESIGN DE JOGOS";16
478;"DIPLOMAÇÃO EM PROGRAMAÇÃO VISUAL";16
479;"DIPLOMAÇÃO EM PROJETO DO PRODUTO";16
480;"ENCADERNAÇÃO ARTESANAL";16
481;"ESTÁGIO OBRIGATÓRIO";16
482;"ESTUDO DA FORMA";16
483;"ESTUDOS DIRIGIDOS EM DESIGN 1";16
484;"ESTUDOS DIRIGIDOS EM DESIGN 2";16
485;"EXPRESSAO";16
486;"FOTOGRAFIA";16
487;"FOTOGRAFIA E VIDEO";16
488;"FUNDAMENTOS DA LÍNGUAGEM APLICADOS AO DESIGN";16
489;"HISTORIA DA ARTE E DA TECNOLOGIA";16
490;"INTRODUCAO AO DESIGN";16
491;"MATERIAIS E PROCESSOS GRAFICOS";16
492;"METODOLOGIA DO PROJETO";16
493;"OFICINA DE MODELOS E MAQUETE";16
494;"PROCESSOS ARTESANAIS DE REPRODUÇÃO GRÁFICA";16
495;"PROGRAMACAO VISUAL 1";16
496;"PROGRAMACAO VISUAL 2";16
497;"PROGRAMACAO VISUAL 3";16
498;"PROGRAMACAO VISUAL 4";16
499;"PROJETO DE PRODUTO 1";16
500;"PROJETO DE PRODUTO 2";16
501;"PROJETO DE PRODUTO 3";16
502;"PROJETO DE PRODUTO 4";16
503;"TÓPICOS ESPECIAIS EM DESIGN";16
504;"TRABALHO DE CONCLUSÃO DE CURSO 1 - PROGRAMAÇÃO VISUAL";16
505;"TRABALHO DE CONCLUSÃO DE CURSO 1 - PROJETO DO PRODUTO";16
506;"BIODIVERSIDADE";17
507;"CIENCIAS DO AMBIENTE";17
508;"CONSERVAÇÃO DE RECURSOS NATURAIS";17
509;"DELINEAMENTO EXPERIMENTAL E ANÁLISE DE DADOS";17
510;"ECOLOGIA 1";17
511;"ECOLOGIA BÁSICA";17
512;"ECOLOGIA DA PAISAGEM E CONSERVAÇÃO";17
513;"ECOLOGIA DE POPULAÇÕES E COMUNIDADES";17
514;"ECOLOGIA DO FOGO NO CERRADO";17
515;"ECOLOGIA E TURISMO";17
516;"EDUCAÇÃO AMBIENTAL";17
517;"ESTAGIO EM ECOLOGIA";17
518;"ETNOBIOLOGIA";17
519;"MEIO AMBIENTE FISICO";17
520;"MEIO AMBIENTE FÍSICO E ECOSSISTEMAS";17
521;"METODOS EM BIOLOGIA 1";17
522;"MUDANÇAS AMBIENTAIS GLOBAIS E BIODIVERSIDADE";17
523;"SOLOS E VEGETAÇÃO";17
524;"TÓPICOS EM ECOSSISTEMAS DO CERRADO";17
525;"ANALISE DE PROJETOS";18
526;"ANALISE MACROECONOMICA AVANCADA";18
527;"ANALISE MICROECONOMICA AVANCADA";18
528;"AVALIAÇÃO AMBIENTAL ESTRATÉGICA";18
529;"CONTABILIDADE NACIONAL";18
530;"ECONOMETRIA";18
531;"ECONOMIA AMBIENTAL E ECOLÓGICA";18
532;"ECONOMIA BRASILEIRA";18
533;"ECONOMIA DA DEFESA DA CONCORRÊNCIA";18
534;"ECONOMIA DO BRASIL CONTEMPORANEO";18
535;"ECONOMIA DO SETOR PUBLICO";18
536;"ECONOMIA INDUSTRIAL";18
537;"ECONOMIA INTERNACIONAL";18
538;"ECONOMIA MONETARIA";18
539;"ECONOMIA POLITICA 1";18
540;"ECONOMIA POLITICA 2";18
541;"ECONOMIA QUANTITATIVA 1";18
542;"ECONOMIA QUANTITATIVA 2";18
543;"ESPAÇO REGIONAL URBANO E MEIO AMBIENTE";18
544;"EVOLUCAO DAS IDEIAS ECONOMICAS SOCIAIS";18
545;"FORMAÇÃO ECONÔMICA DO BRASIL";18
546;"HISTORIA DO PENSAMENTO ECONOMICO";18
547;"HISTÓRIA ECONÔMICA GERAL";18
548;"HISTÓRIA ECONÔMICA GERAL 2";18
549;"INSTRUMENTO DE POLÍTICA AMBIENTAL";18
550;"INTRODUCAO A ECONOMETRIA";18
551;"INTRODUÇÃO À ECONOMIA";18
552;"MACROECONOMIA 1";18
553;"MACROECONOMIA 2";18
554;"MATEMÁTICA FINANCEIRA PARA ECONOMIA";18
555;"METODOLOGIA NA CIÊNCIA ECONÔMICA";18
556;"MICROECONOMIA 1";18
557;"MICROECONOMIA 2";18
558;"MICROECONOMIA AMBIENTAL";18
559;"MONOGRAFIA";18
560;"PLANEJAMENTO DE INVESTIMENTOS AMBIENTAIS";18
561;"PLANEJAMENTO PÚBLICO E MEIO AMBIENTE";18
562;"SEMINARIO DE ECONOMIA MONETARIA";18
563;"SEMINÁRIOS - VISÕES EM CIÊNCIAS AMBIENTAIS";18
564;"TECNICAS DE PESQUISA ECONOMICA";18
565;"TEORIA DAS FINANÇAS";18
566;"TEORIA DO CRESCIMENTO ECONOMICO";18
567;"TEORIA DO DESENVOLVIMENTO ECONOMICO";18
568;"BIOÉTICA, LEGISLAÇÃO E ENFERMAGEM";19
569;"CONTEXTUALIZAÇÃO DA ENFERMAGEM NA SAÚDE";19
570;"CUIDADO DA MULHER, DA CRIANÇA E DO ADOLESCENTE";19
571;"CUIDADO DO ADULTO E IDOSO";19
572;"CUIDADO EM SITUAÇÕES CIRÚRGICAS";19
573;"CUIDADO EM SITUAÇÕES CRÍTICAS E DE RISCO";19
574;"CUIDADO PSICOSSOCIAL EM SAÚDE";19
575;"ESTÁGIO SUPERVISIONADO 1";19
576;"ESTÁGIO SUPERVISIONADO 2";19
577;"ESTUDOS ORIENTADOS EM PESQUISA EM SAÚDE E ENFERMAGEM 1";19
578;"ESTUDOS ORIENTADOS EM PESQUISA EM SAÚDE E ENFERMAGEM 2";19
579;"ESTUDOS ORIENTADOS EM PESQUISA EM SAÚDE E ENFERMAGEM 3";19
580;"FUNDAMENTOS DE ENFERMAGEM";19
581;"GERENCIAMENTO DOS SERVIÇOS DE SAÚDE";19
582;"GESTÃO EM POLITICAS DE SAÚDE";19
583;"METODOLOGIA DA PESQUISA EM SAÚDE";19
584;"PROCESSO DE TRABALHO";19
585;"RELACIONAMENTO INTERPESSOAL";19
586;"SEMIOLOGIA E SEMIOTÉCNICA APLICADA À ENFERMAGEM";19
587;"SISTEMATIZACAO DA ASSISTENCIA EM ENFERMAGEM";19
588;"TECNOLOGIA DA EDUCAÇÃO EM SAÚDE";19
589;"TRABALHO DE CONCLUSÃO DE CURSO 1";19
590;"TRABALHO DE CONCLUSÃO DE CURSO 2";19
591;"VIVÊNCIAS INTEGRADORAS 1";19
592;"VIVÊNCIAS INTEGRADORAS 2";19
593;"VIVÊNCIAS INTEGRADORAS 3";19
594;"VIVÊNCIAS INTEGRADORAS 4";19
595;"VIVÊNCIAS INTEGRADORAS 5";19
596;"VIVÊNCIAS INTEGRADORAS 6";19
597;"VIVÊNCIAS INTEGRADORAS 7";19
598;"ASPECTOS ECONÔMICOS DA ENGENHARIA AMBIENTAL";20
599;"ASPECTOS QUÍMICOS DE QUALIDADE DA ÁGUA";20
600;"ASPECTOS QUÍMICOS DE QUALIDADE DE ÁGUA-EXPERIMENTAL";20
601;"AVALIAÇÃO DE IMPACTOS E RISCOS AMBIENTAIS";20
602;"AVALIAÇÃO E CONTROLE DE POLUIÇÃO DA ÁGUA";20
603;"AVALIAÇÃO E CONTROLE DE POLUIÇÃO DO SOLO";20
604;"AVALIACAO ECONOMICA DE PROJETOS EM ENGENHARIA CIVIL";20
605;"BIM APLICADO À ENGENHARIA I - ARQUITETURA E ESTRUTURAS DE EDIFICAÇÕES";20
606;"CARTOGRAFIA E GEOPROCESSAMENTO APLICADO";20
607;"CIÊNCIA DOS MATERIAIS";20
608;"CINÉTICA, PROCESSOS E OPERAÇÕES UNITÁRIAS";20
609;"CLIMATOLOGIA APLICADA";20
610;"CONCRETOS ESPECIAIS";20
611;"DESENHO TECNICO";20
612;"ENGENHARIA DE SEGURANCA VIARIA";20
613;"ENGENHARIA DE TRAFEGO";20
614;"ESTÁGIO CURRICULAR EM ENGENHARIA AMBIENTAL";20
615;"ESTATÍSTICA APLICADA À ENGENHARIA AMBIENTAL";20
616;"ESTRUTURA DE CONCRETO ARMADO 1";20
617;"ESTRUTURA DE CONCRETO PROTENDIDO";20
618;"ESTRUTURAS DE CONCRETO ARMADO 2";20
619;"ESTRUTURAS DE FUNDACOES";20
620;"ESTRUTURAS METALICAS E DE MADEIRA";20
621;"GEOSSINTÉTICOS EM GEOTECNIA E MEIO AMBIENTE";20
622;"GEOTECNIA 1";20
623;"GEOTECNIA 2";20
624;"GEOTECNIA 3";20
625;"GEOTECNIA AMBIENTAL";20
626;"HIDRAULICA - TEORIA";20
627;"HIDRAULICA EXPERIMENTAL";20
628;"HIDROLOGIA APLICADA";20
629;"INTRODUÇÃO À ANÁLISE DE SISTEMAS AMBIENTAIS";20
630;"INTRODUÇÃO À ENGENHARIA AMBIENTAL";20
631;"INTRODUCAO A ENGENHARIA CIVIL";20
632;"INTRODUÇÃO Á ENGENHARIA TERRITORIAL";20
633;"INTRODUÇÃO À ENGENHARIA URBANA";20
634;"INTRODUÇÃO À MECÂNICA DOS SÓLIDOS";20
635;"INTRODUÇÃO À REALIDADE VIRTUAL E A TÉCNICAS INTERATIVAS";20
636;"INVESTIGACOES GEOTECNICAS";20
637;"ISOSTATICA";20
638;"LABORATÓRIO DE GEOTECNIA 1";20
639;"LABORATÓRIO DE GEOTECNIA 2";20
640;"MATERIAIS DE CONSTRUÇÃO - EXPERIMENTAL";20
641;"MATERIAIS DE CONSTRUÇÃO - TEORIA";20
642;"MATERIAIS DE CONSTRUCAO CIVIL 1 - EXPERIMENTAL";20
643;"MATERIAIS DE CONSTRUCAO CIVIL 1 - TEORIA";20
644;"MATERIAIS PARA CONSTRUÇÃO 1";20
645;"MATERIAIS PARA CONSTRUÇÃO 2";20
646;"MATERIAIS PARA CONSTRUÇÃO EXPERIMENTAL";20
647;"MECANICA DAS ROCHAS";20
648;"MECANICA DOS SOLIDOS 1";20
649;"MECANICA DOS SOLIDOS 2";20
650;"MECANICA DOS SOLIDOS 3";20
651;"MÉTODOS COMPUTACIONAIS EM ENGENHARIA AMBIENTAL";20
652;"MÉTODOS COMPUTACIONAIS EM GEOTECNIA";20
653;"MICROBIOLOGIA AMBIENTAL";20
654;"MICROBIOLOGIA AMBIENTAL E EXPERIMENTAL";20
655;"MODELOS E SIMULAÇÃO DE SISTEMAS AMBIENTAIS";20
656;"PAVIMENTACAO";20
657;"PLANEJAMENTO DE REDES LOGÍSTICAS NA CONSTRUÇÃO";20
658;"PLANEJAMENTO DE TRANSPORTES";20
659;"PLANEJAMENTO E CONTROLE DE CONSTRUCOES";20
660;"PLANEJAMENTO E GESTÃO AMBIENTAL";20
661;"PROJETO ARQUITETÔNICO DE EDIFICAÇÕES";20
662;"PROJETO DE AEROPORTOS";20
663;"PROJETO DE EDIFICIOS";20
664;"PROJETO DE ESTRADAS";20
665;"PROJETO DE ESTRADAS 2";20
666;"PROJETO DE INSTALAÇÃO PREDIAL 1";20
667;"PROJETO FINAL EM ENGENHARIA AMBIENTAL 1";20
668;"PROJETO FINAL EM ENGENHARIA AMBIENTAL 2";20
669;"PROJETO FINAL EM ENGENHARIA CIVIL 1";20
670;"PROJETO FINAL EM ENGENHARIA CIVIL 2";20
671;"RECUPERAÇÃO E REABILITAÇÃO DE ÁREAS DEGRADADAS POR MINERAÇÃO";20
672;"RESÍDUOS SÓLIDOS URBANOS";20
673;"SANEAMENTO AMBIENTAL";20
674;"SANEAMENTO, MEIO AMBIENTE E PLANEJAMENTO URBANO";20
675;"SAÚDE, SANEAMENTO E MEIO AMBIENTE";20
676;"SISTEMAS DE INFORMAÇÃO GEOGRÁFICA APLICADA AOS TRANSPORTES";20
677;"SISTEMAS HIDRAULICOS DE SANEAMENTO";20
678;"SISTEMAS HIDROVIARIOS";20
679;"TECNOLOGIA DAS CONSTRUCOES 1";20
680;"TECNOLOGIA DE TRANSPORTE";20
681;"TEORIA DAS ESTRUTURAS 1";20
682;"TEORIA DAS ESTRUTURAS 2";20
683;"TOPICOS ESPECIAIS EM TRANSPORTES 1";20
684;"TOPICOS ESPECIAIS EM TRANSPOTES 3";20
685;"TRANSFERÊNCIA DE ENERGIA E MASSA";20
686;"TRANSPORTE E MEIO AMBIENTE";20
687;"TRATAMENTO AVANÇADO DE ÁGUAS PARA CONSUMO HUMANO";20
688;"TRATAMENTO DE ÁGUA PARA CONSUMO HUMANO";20
689;"TRATAMENTO DE ÁGUAS RESIDUÁRIAS URBANAS";20
690;"CONFIABILIDADE, MANUTENIBILIDADE E DISPONIBILIDADE";21
691;"ENGENHARIA DO PRODUTO";21
692;"ENGENHARIA ECONÔMICA";21
693;"ERGONOMIA E COMPORTAMENTO HUMANO NO TRABALHO";21
694;"ERGONOMIA EM SISTEMAS PRODUTIVOS";21
695;"ESTÁGIO SUPERVISIONADO OBRIGATÓRIO";21
696;"FINANÇAS COMPORTAMENTAIS E PESSOAIS";21
697;"FORMAÇÃO DE VALOR EM SISTEMAS DE PRODUÇÃO";21
698;"GESTÃO DA QUALIDADE NA PRODUÇÃO";21
699;"GESTÃO DE CUSTOS";21
700;"GESTÃO DE RISCOS";21
701;"GESTÃO ESTRATÉGICA";21
702;"HIGIENE E SEGURANÇA DO TRABALHO";21
703;"INOVAÇÃO EM SISTEMAS DE PRODUÇÃO";21
704;"INTRODUÇÃO À ENGENHARIA DE PRODUÇÃO";21
705;"INTRODUÇÃO A METODOLOGIA DE PESQUISA PARA ENGENHARIA DE PRODUÇÃO";21
706;"LOGÍSTICA";21
707;"METODOLOGIA DE PROJETO DE SISTEMAS DE PRODUÇÃO";21
708;"ORGANIZAÇÃO INDUSTRIAL";21
709;"PESQUISA OPERACIONAL EM ENGENHARIA 1";21
710;"PLANEJAMENTO E CONTROLE DA PRODUÇÃO";21
711;"PROJETO DE FABRICA E LAYOUT";21
712;"PROJETO DE GRADUAÇÃO DE ENGENHARIA DE PRODUÇÃO 1";21
713;"PROJETO DE GRADUAÇÃO DE ENGENHARIA DE PRODUÇÃO 2";21
714;"PROJETO DE SISTEMAS DE PRODUÇÃO 1";21
715;"PROJETO DE SISTEMAS DE PRODUÇÃO 2";21
716;"PROJETO DE SISTEMAS DE PRODUÇÃO 4";21
717;"PROJETO DE SISTEMAS DE PRODUÇÃO 5";21
718;"PROJETO DE SISTEMAS DE PRODUÇÃO 6";21
719;"PROJETO DE SISTEMAS DE PRODUÇÃO 7";21
720;"SEGURANÇA E SAÚDE NO TRABALHO";21
721;"SEMINÁRIO EM ENGENHARIA DE PRODUÇÃO";21
722;"SIMULAÇÃO DE SISTEMAS";21
723;"SISTEMA DE PRODUÇÃO AGROALIMENTAR";21
724;"SISTEMA DE PRODUÇÃO ENXUTA";21
725;"SISTEMAS DE INFORMAÇÃO EM ENGENHARIA DE PRODUÇÃO";21
726;"SISTEMAS DE SUPORTE À DECISÃO";21
727;"TÓPICOS ESPECIAIS EM ENGENHARIA ECONÔMICA";21
728;"TÓPICOS ESPECIAIS EM ENGENHARIA DE OPERAÇÕES";21
729;"TÓPICOS ESPECIAIS EM PESQUISA OPERACIONAL";21
730;"TÓPICOS ESPECIAIS EM SIMULAÇÃO EMPRESARIAL";21
731;"ALGORITMOS E ESTRUTURA DE DADOS";22
732;"ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES";22
733;"ANALISE DE SISTEMAS DE POTENCIA";22
734;"ANTENAS";22
735;"ARQUITETURA E PROTOCOLOS DE REDES";22
736;"AVALIAÇÃO DE DESEMPENHO DE REDES E SISTEMAS";22
737;"CIRCUITOS ELÉTRICOS";22
738;"CIRCUITOS ELÉTRICOS 1";22
739;"CIRCUITOS ELÉTRICOS 2";22
740;"CIRCUITOS POLIFASICOS";22
741;"COMPUTACAO PARA ENGENHARIA";22
742;"COMUNICACOES DIGITAIS";22
743;"CONTROLE DE PROCESSOS";22
744;"CONTROLE DE SISTEMAS DINÂMICOS";22
745;"CONTROLE DIGITAL";22
746;"CONTROLE DINÂMICO";22
747;"CONTROLE PARA AUTOMAÇÃO";22
748;"CONVERSÃO DE ENERGIA E MÁQUINAS ELÉTRICAS";22
749;"CONVERSÃO ELETROMECÂNICA DE ENERGIA";22
750;"ELETRICIDADE BÁSICA";22
751;"ELETROMAGNETISMO 1";22
752;"ELETROMAGNETISMO 2";22
753;"ELETRÔNICA";22
754;"ELETRÔNICA 2";22
755;"ELETRÔNICA DE POTÊNCIA";22
756;"ESTÁGIO SUPERVISIONADO EM ENGENHARIA DE COMPUTAÇÃO 1";22
757;"ESTÁGIO SUPERVISIONADO EM ENGENHARIA DE COMPUTAÇÃO 2";22
758;"ESTÁGIO SUPERVISIONADO EM ENGENHARIA DE REDES DE COMUNICAÇÃO";22
759;"FUNDAMENTOS DE REDES";22
760;"FUNDAMENTOS DE REDES 2";22
761;"GERACAO DE ENERGIA ELETRICA";22
762;"GERÊNCIA DE REDES E SISTEMAS";22
763;"INSTALAÇÕES ELÉTRICAS";22
764;"INSTRUMENTACAO DE CONTROLE";22
765;"INSTRUMENTAÇÃO DE CONTROLE DE PROCESSOS";22
766;"INTRODUÇÃO A ENGENHARIA DE REDES DE COMUNICACÃO";22
767;"INTRODUCAO A ENGENHARIA ELETRICA";22
768;"INTRODUÇÃO AO CONTROLE INTELIGENTE NUMÉRICO";22
769;"INTRODUCAO AO PROJETO DE CIRCUITOS INTEGRADOS";22
770;"INTRODUÇÃO AOS CIRCUITOS ELÉTRICOS";22
771;"LABORATÓRIO DE CIRCUITOS ELÉTRICOS";22
772;"LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1";22
773;"LABORATÓRIO DE CIRCUITOS ELÉTRICOS 2";22
774;"LABORATÓRIO DE CONTROLE DE PROCESSOS";22
775;"LABORATÓRIO DE CONTROLE DINÂMICO";22
776;"LABORATÓRIO DE CONVERSÃO DE ENERGIA";22
777;"LABORATÓRIO DE CONVERSÃO ELETROMECÂNICA DE ENERGIA";22
778;"LABORATÓRIO DE ELETRICIDADE BÁSICA";22
779;"LABORATÓRIO DE ELETROMAGNETISMO 2";22
780;"LABORATÓRIO DE ELETRÔNICA";22
781;"LABORATÓRIO DE ELETRÔNICA 2";22
782;"LABORATÓRIO DE INSTALAÇÕES ELÉTRICAS";22
783;"LABORATÓRIO DE MATERIAIS ELÉTRICOS E MAGNÉTICOS";22
784;"LABORATÓRIO DE PRINCÍPIOS DE COMUNICAÇÃO";22
785;"LABORATÓRIO DE REDES";22
786;"LABORATÓRIO DE SISTEMAS DIGITAIS";22
787;"LABORATÓRIO DE SISTEMAS ELÉTRICOS DE POTÊNCIA";22
788;"LABORATÓRIO DE SISTEMAS MICROPROCESSADOS";22
789;"MATERIAIS ELÉTRICOS E MAGNÉTICOS";22
790;"METODOLOGIA E DESENVOLVIMENTO DE SOFTWARE";22
791;"PRINCÍPIOS DE COMUNICAÇÃO";22
792;"PROJETO FINAL DE GRADUAÇÃO 1";22
793;"PROJETO FINAL DE GRADUAÇÃO 2";22
794;"PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1";22
795;"PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2";22
796;"PROJETO TRANSVERSAL EM REDES DE COMUNICAÇÃO 1";22
797;"PROJETO TRANSVERSAL EM REDES DE COMUNICAÇÃO 2";22
798;"PROTOCOLOS DE TRANSPORTE E ROTEAMENTO";22
799;"REDES LOCAIS";22
800;"REDES SEM FIO";22
801;"SEGURANÇA DE REDES";22
802;"SINAIS E SISTEMAS EM TEMPO CONTÍNUO";22
803;"SINAIS E SISTEMAS EM TEMPO DISCRETO";22
804;"SISTEMAS DE COMUNICACOES 1";22
805;"SISTEMAS DE INFORMAÇÃO DISTRIBUÍDOS";22
806;"SISTEMAS DIGITAIS";22
807;"SISTEMAS DIGITAIS 2";22
808;"SISTEMAS MICROPROCESSADOS";22
809;"SISTEMAS OPERACIONAIS DE REDES";22
810;"TEORIA DA INFORMACAO";22
811;"TOPICOS EM ENGENHARIA";22
812;"TÓPICOS EM REDES DE COMUNICAÇÃO 3";22
813;"TRABALHO DE CONCLUSÃO DE CURSO 1";22
814;"TRABALHO DE CONCLUSÃO DE CURSO 2";22
815;"ARBORIZACAO E PAISAGISMO";23
816;"AVALIAÇÃO ECONÔMICA DE PROJETOS FLORESTAIS";23
817;"CELULOSE E PAPEL";23
818;"COLHEITA E TRANSPORTE FLORESTAL";23
819;"COMERCIALIZAÇÃO DE PRODUTOS FLORESTAIS";23
820;"DASONOMIA";23
821;"DENDROLOGIA";23
822;"DENDROLOGIA DO CERRADO";23
823;"DENDROMETRIA";23
824;"ECOLOGIA FLORESTAL";23
825;"ECONOMIA FLORESTAL";23
826;"ESTÁGIO EM CIÊNCIAS FLORESTAIS";23
827;"ESTRUTURAS DE MADEIRAS";23
828;"FERTILIDADE DO SOLO E NUTRIÇÃO DE PLANTAS";23
829;"GENETICA E MELHORAMENTO FLORESTAL";23
830;"INCENDIOS FLORESTAIS";23
831;"INICIACAO A ENGENHARIA FLORESTAL";23
832;"INTRODUÇÃO À CIÊNCIA DO SOLO";23
833;"INVENTARIO FLORESTAL";23
834;"MANEJO DE BACIAS HIDROGRAFICAS";23
835;"MANEJO DE FAUNA";23
836;"MANEJO DE VEGETAÇÃO NATIVA";23
837;"MANEJO E ADMINISTRACAO DE AREAS SILVESTRES";23
838;"MANEJO FLORESTAL";23
839;"METODOLOGIA DE PESQUISAS FLORESTAIS";23
840;"PLANEJAMENTO DE INVENTÁRIO FLORESTAL";23
841;"PLANEJAMENTO E GERENCIA FLORESTAL";23
842;"POLITICA FLORESTAL";23
843;"PROJETO PARA TRABALHO FINAL";23
844;"SECAGEM E PRESERVACAO DE MADEIRAS";23
845;"SEMENTES E VIVEIROS FLORESTAIS";23
846;"SILVICULTURA CLONAL";23
847;"SISTEMA DE INFORMAÇÃO GEOGRÁFICA APLICADO À CIÊNCIA FLORESTAL";23
848;"SISTEMAS E PRÁTICAS SILVICULTURAIS";23
849;"TECNOLOGIA DA MADEIRA";23
850;"TECNOLOGIA DE PRODUTOS FLORESTAIS";23
851;"TOPICOS EM BIODIVERSIDADE";23
852;"TRABALHO FINAL";23
853;"AUTOMAÇÃO DE PROCESSOS";24
854;"DESENHO MECANICO ASSISTIDO POR COMPUTADOR 1";24
855;"DESENHO MECANICO ASSISTIDO POR COMPUTADOR 2";24
856;"DESENHO MECÂNICO PARA ENGENHARIA";24
857;"ELEMENTOS DE AUTOMAÇÃO";24
858;"FENOMENOS DE TRANSPORTE";24
859;"GERACAO E UTILIZACAO DE VAPOR D'AGUA";24
860;"INSTALACOES TERMOMECANICAS 1";24
861;"INSTALACOES TERMOMECANICAS 2";24
862;"INTRODUÇÃO À AEROACÚSTICA";24
863;"INTRODUÇÃO À CIÊNCIA DOS MATERIAIS";24
864;"INTRODUCAO A ENGENHARIA MECANICA";24
865;"INTRODUCAO A ENGENHARIA MECATRONICA";24
866;"INTRODUCAO A TURBULENCIA";24
867;"MAQUINAS DE ELEVACAO E TRANSPORTE";24
868;"MAQUINAS TERMICAS";24
869;"MATERIAIS DE CONSTRUCAO MECANICA 1";24
870;"MATERIAIS DE CONSTRUCAO MECANICA 2";24
871;"MATERIAIS INDUSTRIAIS";24
872;"MECANICA 1";24
873;"MECANICA 2";24
874;"MECANICA DOS FLUIDOS 1";24
875;"MECANICA DOS FLUIDOS 2";24
876;"MECANICA DOS MATERIAIS 1";24
877;"MECANICA DOS MATERIAIS 2";24
878;"METODOS COMPUTACIONAIS EM ENGENHARIA MECANICA";24
879;"METODOS NUMERICOS EM TERMOFLUIDOS";24
880;"METROLOGIA";24
881;"MOTORES DE COMBUSTAO INTERNA";24
882;"PROCESSOS DE FABRICACAO";24
883;"PROJETO DE GRADUACAO 1";24
884;"PROJETO DE GRADUACAO 2";24
885;"PROJETO DE MAQUINAS 1";24
886;"PROJETO DE MAQUINAS 2";24
887;"PROJETO DE SISTEMAS MECANICOS";24
888;"ROBOTICA INDUSTRIAL 1";24
889;"SISTEMAS DE MEDIÇÃO";24
890;"SISTEMAS ENERGETICOS";24
891;"SISTEMAS FLUIDO-MECANICOS 1";24
892;"SISTEMAS HIDRAULICOS E PNEUMATICOS";24
893;"SISTEMAS INTEGRADOS DE MANUFATURA";24
894;"SISTEMAS MECANICOS";24
895;"TECNOLOGIA DE FABRICACAO 1";24
896;"TECNOLOGIA MECANICA 1";24
897;"TECNOLOGIA MECANICA 2";24
898;"TECNOLOGIAS DE COMANDO NUMERICO";24
899;"TERMODINAMICA 1";24
900;"TERMODINAMICA 2";24
901;"TÓPICOS ESPECIAIS EM ENGENHARIA MECATRÔNICA";24
902;"TOPICOS ESPECIAIS EM MECANICA APLICADA";24
903;"TÓPICOS ESPECIAIS EM MECÂNICA DOS FLUIDOS";24
904;"TOPICOS ESPECIAIS EM SISTEMAS FLUIDO-MECANICOS";24
905;"TOPICOS ESPECIAIS EM SISTEMAS MECANICOS";24
906;"TOPICOS ESPECIAIS EM SISTEMAS MECANICOS";24
907;"TOPICOS ESPECIAIS EM SISTEMAS TERMICOS";24
908;"TRANSFERENCIA DE CALOR";24
909;"TRANSPORTE DE CALOR E MASSA";24
910;"TUBULAÇÕES INDUSTRIAIS";24
911;"VIBRACOES 1";24
912;"VIBRACOES 2";24
913;"ANALISE DE DADOS CATEGORIZADOS";25
914;"ANÁLISE DE REGRESSÃO LINEAR";25
915;"ANÁLISE DE SÉRIES TEMPORAIS";25
916;"ANÁLISE DE SÉRIES TEMPORAIS 2";25
917;"ANÁLISE DE SOBREVIVÊNCIA";25
918;"APLICACOES DA ESTATISTICA 1";25
919;"BIOESTATÍSTICA";25
920;"COMPUTAÇÃO EM ESTATÍSTICA 1";25
921;"COMPUTAÇÃO EM ESTATÍSTICA 2";25
922;"CONSULTORIA";25
923;"DELINEAMENTO E ANÁLISE DE EXPERIMENTOS";25
924;"DEMOGRAFIA";25
925;"ESTATÍSTICA APLICADA";25
926;"ESTATÍSTICA COMPUTACIONAL";25
927;"ESTATÍSTICA ESPACIAL";25
928;"ESTATÍSTICA EXPLORATÓRIA";25
929;"HISTORIA DA ESTATISTICA";25
930;"INFERENCIA ESTATISTICA";25
931;"INTRODUCAO A PROBABILIDADE";25
932;"MEDIDAS DE INFORMAÇÃO E APLICAÇÕES";25
933;"METODOS ESTATISTICOS 1";25
934;"MÉTODOS ESTATÍSTICOS 2";25
935;"PESQUISA OPERACIONAL 1";25
936;"PROBABILIDADE E ESTATÍSTICA";25
937;"PROBABILIDADE E ESTATÍSTICA 2";25
938;"TECNICAS DE AMOSTRAGEM";25
